,no.,date,time,source,destination,protocol,length,tcp_retransmission,seq,win,len,mss,ack,flag,source_port,destination_port
1720,1721,2020-12-04,17:30:38,172.16.0.8,64.13.134.52,TCP,58,False,0,4096,0,1460,False,[SYN],36051,3324
1721,1722,2020-12-04,17:30:42,172.16.0.8,64.13.134.52,TCP,58,False,0,1024,0,1460,False,[SYN],36051,1090
1722,1723,2020-12-04,17:30:47,172.16.0.8,64.13.134.52,TCP,58,False,0,2048,0,1460,False,[SYN],36051,8254
1723,1724,2020-12-04,17:30:51,172.16.0.8,64.13.134.52,TCP,58,False,0,1024,0,1460,False,[SYN],36051,49159
1724,1725,2020-12-04,17:30:56,172.16.0.8,64.13.134.52,TCP,58,False,0,3072,0,1460,False,[SYN],36051,1755
1725,1726,2020-12-04,17:31:00,172.16.0.8,64.13.134.52,TCP,58,False,0,2048,0,1460,False,[SYN],36051,880
1726,1727,2020-12-04,17:31:04,172.16.0.8,64.13.134.52,TCP,58,False,0,2048,0,1460,False,[SYN],36051,555
1727,1728,2020-12-04,17:33:26,172.16.0.8,64.13.134.52,TCP,58,False,0,2048,0,1460,False,[SYN],36051,5904
1728,1729,2020-12-04,17:33:31,172.16.0.8,64.13.134.52,TCP,58,False,0,3072,0,1460,False,[SYN],36051,3920
1729,1730,2020-12-04,17:33:36,172.16.0.8,64.13.134.52,TCP,58,False,0,3072,0,1460,False,[SYN],36051,13722
1730,1731,2020-12-04,17:33:40,172.16.0.8,64.13.134.52,TCP,58,False,0,3072,0,1460,False,[SYN],36051,1074
1731,1732,2020-12-04,17:33:45,172.16.0.8,64.13.134.52,TCP,58,False,0,1024,0,1460,False,[SYN],36051,777
1732,1733,2020-12-04,17:33:49,172.16.0.8,64.13.134.52,TCP,58,False,0,2048,0,1460,False,[SYN],36051,8083
1733,1734,2020-12-04,17:33:54,172.16.0.8,64.13.134.52,TCP,58,False,0,3072,0,1460,False,[SYN],36051,2068
1734,1735,2020-12-04,17:33:58,172.16.0.8,64.13.134.52,TCP,58,False,0,3072,0,1460,False,[SYN],36051,1094
1735,1736,2020-12-04,17:34:03,172.16.0.8,64.13.134.52,TCP,58,False,0,1024,0,1460,False,[SYN],36051,4045
1736,1737,2020-12-04,17:34:07,172.16.0.8,64.13.134.52,TCP,58,False,0,3072,0,1460,False,[SYN],36051,9099
1737,1738,2020-12-04,17:34:12,172.16.0.8,64.13.134.52,TCP,58,False,0,4096,0,1460,False,[SYN],36051,56738
1738,1739,2020-12-04,17:34:16,172.16.0.8,64.13.134.52,TCP,58,False,0,2048,0,1460,False,[SYN],36051,32777
1739,1740,2020-12-04,17:37:00,172.16.0.8,64.13.134.52,TCP,58,False,0,3072,0,1460,False,[SYN],36051,787
1740,1741,2020-12-04,18:38:22,172.16.0.8,64.13.134.52,TCP,58,False,0,2048,0,1460,False,[SYN],36051,9111
1741,1742,2020-12-04,18:38:30,172.16.0.8,64.13.134.52,TCP,58,False,0,2048,0,1460,False,[SYN],36051,544
1742,1743,2020-12-04,18:38:36,172.16.0.8,64.13.134.52,TCP,58,False,0,4096,0,1460,False,[SYN],36051,8383
1743,1744,2020-12-04,18:38:44,172.16.0.8,64.13.134.52,TCP,58,False,0,3072,0,1460,False,[SYN],36050,50000
1744,1745,2020-12-04,18:38:49,172.16.0.8,64.13.134.52,TCP,58,False,0,2048,0,1460,False,[SYN],36050,6129
1745,1746,2020-12-04,18:38:55,172.16.0.8,64.13.134.52,TCP,58,False,0,1024,0,1460,False,[SYN],36050,3351
1746,1747,2020-12-04,18:39:00,172.16.0.8,64.13.134.52,TCP,58,False,0,2048,0,1460,False,[SYN],36050,52822
1747,1748,2020-12-04,18:39:06,172.16.0.8,64.13.134.52,TCP,58,False,0,4096,0,1460,False,[SYN],36050,16018
1748,1749,2020-12-04,18:39:11,172.16.0.8,64.13.134.52,TCP,58,False,0,4096,0,1460,False,[SYN],36050,49167
1749,1750,2020-12-04,18:39:17,172.16.0.8,64.13.134.52,TCP,58,False,0,3072,0,1460,False,[SYN],36050,6789
1750,1751,2020-12-04,18:39:22,172.16.0.8,64.13.134.52,TCP,58,False,0,4096,0,1460,False,[SYN],36050,6004
1751,1752,2020-12-04,18:39:28,172.16.0.8,64.13.134.52,TCP,58,False,0,3072,0,1460,False,[SYN],36050,1057
1752,1753,2020-12-04,18:39:34,172.16.0.8,64.13.134.52,TCP,58,False,0,2048,0,1460,False,[SYN],36050,3914
1753,1754,2020-12-04,18:39:39,172.16.0.8,64.13.134.52,TCP,58,False,0,2048,0,1460,False,[SYN],36050,65389
1754,1755,2020-12-04,18:39:45,172.16.0.8,64.13.134.52,TCP,58,False,0,4096,0,1460,False,[SYN],36050,6502
1755,1756,2020-12-04,18:39:50,172.16.0.8,64.13.134.52,TCP,58,False,0,4096,0,1460,False,[SYN],36050,16993
1756,1757,2020-12-04,18:39:57,172.16.0.8,64.13.134.52,TCP,58,False,0,3072,0,1460,False,[SYN],36050,1149
1757,1758,2020-12-04,18:43:42,172.16.0.8,64.13.134.52,TCP,58,False,0,1024,0,1460,False,[SYN],36051,1089
1758,1759,2020-12-04,18:43:47,172.16.0.8,64.13.134.52,TCP,58,False,0,1024,0,1460,False,[SYN],36051,30951
1759,1760,2020-12-04,18:43:53,172.16.0.8,64.13.134.52,TCP,58,False,0,2048,0,1460,False,[SYN],36051,2010
1760,1761,2020-12-04,18:43:58,172.16.0.8,64.13.134.52,TCP,58,False,0,2048,0,1460,False,[SYN],36051,7103
1761,1762,2020-12-04,18:44:04,172.16.0.8,64.13.134.52,TCP,58,False,0,4096,0,1460,False,[SYN],36051,6667
1762,1763,2020-12-04,18:44:10,172.16.0.8,64.13.134.52,TCP,58,False,0,1024,0,1460,False,[SYN],36051,20221
1763,1764,2020-12-04,18:44:15,172.16.0.8,64.13.134.52,TCP,58,False,0,3072,0,1460,False,[SYN],36051,3211
1764,1765,2020-12-04,18:44:21,172.16.0.8,64.13.134.52,TCP,58,False,0,2048,0,1460,False,[SYN],36051,444
1765,1766,2020-12-04,19:07:06,172.16.0.8,64.13.134.52,TCP,58,False,0,3072,0,1460,False,[SYN],36051,5357
1766,1767,2020-12-04,19:07:11,172.16.0.8,64.13.134.52,TCP,58,False,0,3072,0,1460,False,[SYN],36051,2910
1767,1768,2020-12-04,19:53:58,172.16.0.8,64.13.134.52,TCP,58,False,0,4096,0,1460,False,[SYN],36051,4321
1768,1769,2020-12-04,19:54:06,172.16.0.8,64.13.134.52,TCP,58,False,0,2048,0,1460,False,[SYN],36051,7402
1769,1770,2020-12-04,19:54:12,172.16.0.8,64.13.134.52,TCP,58,False,0,4096,0,1460,False,[SYN],36051,5633
1770,1771,2020-12-04,19:54:18,172.16.0.8,64.13.134.52,TCP,58,False,0,3072,0,1460,False,[SYN],36051,3005
1771,1772,2020-12-04,19:54:23,172.16.0.8,64.13.134.52,TCP,58,False,0,3072,0,1460,False,[SYN],36051,6006
1772,1773,2020-12-04,19:54:29,172.16.0.8,64.13.134.52,TCP,58,False,0,2048,0,1460,False,[SYN],36051,1080
1773,1774,2020-12-04,19:54:35,172.16.0.8,64.13.134.52,TCP,58,False,0,3072,0,1460,False,[SYN],36051,2006
1774,1775,2020-12-04,19:54:40,172.16.0.8,64.13.134.52,TCP,58,False,0,1024,0,1460,False,[SYN],36051,3998
1775,1776,2020-12-04,19:54:46,172.16.0.8,64.13.134.52,TCP,58,False,0,1024,0,1460,False,[SYN],36051,9998
1776,1777,2020-12-04,19:54:52,172.16.0.8,64.13.134.52,TCP,58,False,0,1024,0,1460,False,[SYN],36051,50002
1777,1778,2020-12-04,19:54:57,172.16.0.8,64.13.134.52,TCP,58,False,0,2048,0,1460,False,[SYN],36051,3011
1778,1779,2020-12-04,19:55:03,172.16.0.8,64.13.134.52,TCP,58,False,0,3072,0,1460,False,[SYN],36051,3003
1779,1780,2020-12-04,19:55:09,172.16.0.8,64.13.134.52,TCP,58,False,0,1024,0,1460,False,[SYN],36051,6969
1780,1781,2020-12-04,19:55:14,172.16.0.8,64.13.134.52,TCP,58,False,0,3072,0,1460,False,[SYN],36051,25735
1781,1782,2020-12-04,19:55:20,172.16.0.8,64.13.134.52,TCP,58,False,0,4096,0,1460,False,[SYN],36051,6901
1782,1783,2020-12-04,19:55:27,172.16.0.8,64.13.134.52,TCP,58,False,0,3072,0,1460,False,[SYN],36050,1494
1783,1784,2020-12-04,19:55:32,172.16.0.8,64.13.134.52,TCP,58,False,0,4096,0,1460,False,[SYN],36050,5911
1784,1785,2020-12-04,19:55:38,172.16.0.8,64.13.134.52,TCP,58,False,0,2048,0,1460,False,[SYN],36050,32770
1785,1786,2020-12-04,19:59:19,172.16.0.8,64.13.134.52,TCP,58,False,0,4096,0,1460,False,[SYN],36050,63331
1786,1787,2020-12-04,19:59:25,172.16.0.8,64.13.134.52,TCP,58,False,0,1024,0,1460,False,[SYN],36050,1434
1787,1788,2020-12-04,19:59:31,172.16.0.8,64.13.134.52,TCP,58,False,0,1024,0,1460,False,[SYN],36050,5061
1788,1789,2020-12-04,19:59:36,172.16.0.8,64.13.134.52,TCP,58,False,0,4096,0,1460,False,[SYN],36050,2045
1789,1790,2020-12-04,19:59:42,172.16.0.8,64.13.134.52,TCP,58,False,0,2048,0,1460,False,[SYN],36050,911
1790,1791,2020-12-04,19:59:47,172.16.0.8,64.13.134.52,TCP,58,False,0,1024,0,1460,False,[SYN],36050,6059
1791,1792,2020-12-04,19:59:52,172.16.0.8,64.13.134.52,TCP,58,False,0,1024,0,1460,False,[SYN],36050,1198
1792,1793,2020-12-04,19:59:58,172.16.0.8,64.13.134.52,TCP,58,False,0,3072,0,1460,False,[SYN],36050,9011
1793,1794,2020-12-04,20:00:03,172.16.0.8,64.13.134.52,TCP,58,False,0,3072,0,1460,False,[SYN],36050,1580
1794,1795,2020-12-04,20:00:09,172.16.0.8,64.13.134.52,TCP,58,False,0,3072,0,1460,False,[SYN],36050,2040
1795,1796,2020-12-04,20:00:14,172.16.0.8,64.13.134.52,TCP,58,False,0,1024,0,1460,False,[SYN],36050,6123
1796,1797,2020-12-04,20:00:20,172.16.0.8,64.13.134.52,TCP,58,False,0,2048,0,1460,False,[SYN],36050,3828
1797,1798,2020-12-04,20:00:26,172.16.0.8,64.13.134.52,TCP,58,False,0,4096,0,1460,False,[SYN],36050,8333
1798,1799,2020-12-04,20:00:31,172.16.0.8,64.13.134.52,TCP,58,False,0,3072,0,1460,False,[SYN],36050,8022
1799,1800,2020-12-04,20:00:37,172.16.0.8,64.13.134.52,TCP,58,False,0,1024,0,1460,False,[SYN],36050,5555
1800,1801,2020-12-04,20:00:42,172.16.0.8,64.13.134.52,TCP,58,False,0,1024,0,1460,False,[SYN],36050,55056
1801,1802,2020-12-04,20:00:48,172.16.0.8,64.13.134.52,TCP,58,False,0,2048,0,1460,False,[SYN],36050,2160
1802,1803,2020-12-04,20:00:54,172.16.0.8,64.13.134.52,TCP,58,False,0,3072,0,1460,False,[SYN],36050,8654
1803,1804,2020-12-04,20:00:59,172.16.0.8,64.13.134.52,TCP,58,False,0,2048,0,1460,False,[SYN],36050,50006
1804,1805,2020-12-04,20:01:05,172.16.0.8,64.13.134.52,TCP,58,False,0,3072,0,1460,False,[SYN],36050,2366
1805,1806,2020-12-04,20:01:10,172.16.0.8,64.13.134.52,TCP,58,False,0,4096,0,1460,False,[SYN],36050,23502
1806,1807,2020-12-04,20:01:16,172.16.0.8,64.13.134.52,TCP,58,False,0,3072,0,1460,False,[SYN],36050,1063
1807,1808,2020-12-04,20:01:21,172.16.0.8,64.13.134.52,TCP,58,False,0,2048,0,1460,False,[SYN],36050,5003
1808,1809,2020-12-04,20:01:26,172.16.0.8,64.13.134.52,TCP,58,False,0,4096,0,1460,False,[SYN],36050,50636
1809,1810,2020-12-04,20:01:32,172.16.0.8,64.13.134.52,TCP,58,False,0,3072,0,1460,False,[SYN],36050,1152
1810,1811,2020-12-04,20:01:38,172.16.0.8,64.13.134.52,TCP,58,False,0,2048,0,1460,False,[SYN],36050,27353
1811,1812,2020-12-04,20:01:43,172.16.0.8,64.13.134.52,TCP,58,False,0,3072,0,1460,False,[SYN],36050,7007
1812,1813,2020-12-04,20:01:49,172.16.0.8,64.13.134.52,TCP,58,False,0,2048,0,1460,False,[SYN],36050,5915
1813,1814,2020-12-04,20:01:54,172.16.0.8,64.13.134.52,TCP,58,False,0,2048,0,1460,False,[SYN],36050,1234
1814,1815,2020-12-04,20:02:00,172.16.0.8,64.13.134.52,TCP,58,False,0,2048,0,1460,False,[SYN],36050,5925
1815,1816,2020-12-04,20:04:42,172.16.0.8,64.13.134.52,TCP,58,False,0,3072,0,1460,False,[SYN],36050,50389
1816,1817,2020-12-04,21:05:55,172.16.0.8,64.13.134.52,TCP,58,False,0,2048,0,1460,False,[SYN],36051,1149
1817,1818,2020-12-04,21:06:02,172.16.0.8,64.13.134.52,TCP,58,False,0,4096,0,1460,False,[SYN],36051,16993
1818,1819,2020-12-04,21:06:08,172.16.0.8,64.13.134.52,TCP,58,False,0,2048,0,1460,False,[SYN],36051,6502
1819,1820,2020-12-04,21:06:14,172.16.0.8,64.13.134.52,TCP,58,False,0,3072,0,1460,False,[SYN],36051,65389
1820,1821,2020-12-04,21:06:19,172.16.0.8,64.13.134.52,TCP,58,False,0,3072,0,1460,False,[SYN],36051,3914
1821,1822,2020-12-04,21:06:25,172.16.0.8,64.13.134.52,TCP,58,False,0,2048,0,1460,False,[SYN],36051,1057
1822,1823,2020-12-04,21:06:31,172.16.0.8,64.13.134.52,TCP,58,False,0,4096,0,1460,False,[SYN],36051,6004
1823,1824,2020-12-04,21:06:36,172.16.0.8,64.13.134.52,TCP,58,False,0,3072,0,1460,False,[SYN],36051,6789
1824,1825,2020-12-04,21:06:42,172.16.0.8,64.13.134.52,TCP,58,False,0,3072,0,1460,False,[SYN],36051,49167
1825,1826,2020-12-04,21:06:47,172.16.0.8,64.13.134.52,TCP,58,False,0,1024,0,1460,False,[SYN],36051,16018
1826,1827,2020-12-04,21:06:53,172.16.0.8,64.13.134.52,TCP,58,False,0,2048,0,1460,False,[SYN],36051,52822
1827,1828,2020-12-04,21:06:59,172.16.0.8,64.13.134.52,TCP,58,False,0,3072,0,1460,False,[SYN],36051,3351
1828,1829,2020-12-04,21:07:04,172.16.0.8,64.13.134.52,TCP,58,False,0,2048,0,1460,False,[SYN],36051,6129
1829,1830,2020-12-04,21:07:10,172.16.0.8,64.13.134.52,TCP,58,False,0,3072,0,1460,False,[SYN],36051,50000
1830,1831,2020-12-04,21:07:17,172.16.0.8,64.13.134.52,TCP,58,False,0,2048,0,1460,False,[SYN],36050,1038
1831,1832,2020-12-04,21:07:22,172.16.0.8,64.13.134.52,TCP,58,False,0,3072,0,1460,False,[SYN],36050,2008
1832,1833,2020-12-04,21:07:28,172.16.0.8,64.13.134.52,TCP,58,False,0,1024,0,1460,False,[SYN],36050,1236
1833,1834,2020-12-04,21:11:20,172.16.0.8,64.13.134.52,TCP,58,False,0,3072,0,1460,False,[SYN],36050,85
1834,1835,2020-12-04,21:11:26,172.16.0.8,64.13.134.52,TCP,58,False,0,4096,0,1460,False,[SYN],36050,2049
1835,1836,2020-12-04,21:11:31,172.16.0.8,64.13.134.52,TCP,58,False,0,4096,0,1460,False,[SYN],36050,6646
1836,1837,2020-12-04,21:11:37,172.16.0.8,64.13.134.52,TCP,58,False,0,3072,0,1460,False,[SYN],36050,1007
1837,1838,2020-12-04,21:11:43,172.16.0.8,64.13.134.52,TCP,58,False,0,1024,0,1460,False,[SYN],36050,1108
1838,1839,2020-12-04,21:11:48,172.16.0.8,64.13.134.52,TCP,58,False,0,3072,0,1460,False,[SYN],36050,42510
1839,1840,2020-12-04,21:11:54,172.16.0.8,64.13.134.52,TCP,58,False,0,1024,0,1460,False,[SYN],36050,465
1840,1841,2020-12-04,21:12:00,172.16.0.8,64.13.134.52,TCP,58,False,0,2048,0,1460,False,[SYN],36050,3128
1841,1842,2020-12-04,21:32:54,172.16.0.8,64.13.134.52,TCP,58,False,0,4096,0,1460,False,[SYN],36050,625
1842,1843,2020-12-04,21:32:59,172.16.0.8,64.13.134.52,TCP,58,False,0,1024,0,1460,False,[SYN],36050,2065
1843,1844,2020-12-04,22:21:31,172.16.0.8,64.13.134.52,TCP,58,False,0,3072,0,1460,False,[SYN],36051,32770
1844,1845,2020-12-04,22:21:38,172.16.0.8,64.13.134.52,TCP,58,False,0,2048,0,1460,False,[SYN],36051,5911
1845,1846,2020-12-04,22:21:44,172.16.0.8,64.13.134.52,TCP,58,False,0,4096,0,1460,False,[SYN],36051,1494
1846,1847,2020-12-04,22:21:51,172.16.0.8,64.13.134.52,TCP,58,False,0,2048,0,1460,False,[SYN],36050,2920
1847,1848,2020-12-04,22:21:56,172.16.0.8,64.13.134.52,TCP,58,False,0,1024,0,1460,False,[SYN],36050,3689
1848,1849,2020-12-04,22:22:02,172.16.0.8,64.13.134.52,TCP,58,False,0,4096,0,1460,False,[SYN],36050,5678
1849,1850,2020-12-04,22:22:08,172.16.0.8,64.13.134.52,TCP,58,False,0,3072,0,1460,False,[SYN],36050,2607
1850,1851,2020-12-04,22:22:13,172.16.0.8,64.13.134.52,TCP,58,False,0,3072,0,1460,False,[SYN],36050,1801
1851,1852,2020-12-04,22:22:19,172.16.0.8,64.13.134.52,TCP,58,False,0,3072,0,1460,False,[SYN],36050,4001
1852,1853,2020-12-04,22:22:24,172.16.0.8,64.13.134.52,TCP,58,False,0,1024,0,1460,False,[SYN],36050,32775
1853,1854,2020-12-04,22:22:30,172.16.0.8,64.13.134.52,TCP,58,False,0,1024,0,1460,False,[SYN],36050,389
1854,1855,2020-12-04,22:22:36,172.16.0.8,64.13.134.52,TCP,58,False,0,2048,0,1460,False,[SYN],36050,3372
1855,1856,2020-12-04,22:22:41,172.16.0.8,64.13.134.52,TCP,58,False,0,4096,0,1460,False,[SYN],36050,687
1856,1857,2020-12-04,22:22:47,172.16.0.8,64.13.134.52,TCP,58,False,0,2048,0,1460,False,[SYN],36050,7920
1857,1858,2020-12-04,22:22:53,172.16.0.8,64.13.134.52,TCP,58,False,0,3072,0,1460,False,[SYN],36050,49160
1858,1859,2020-12-04,22:22:58,172.16.0.8,64.13.134.52,TCP,58,False,0,1024,0,1460,False,[SYN],36050,3013
1859,1860,2020-12-04,22:23:04,172.16.0.8,64.13.134.52,TCP,58,False,0,4096,0,1460,False,[SYN],36050,5225
1860,1861,2020-12-04,22:23:10,172.16.0.8,64.13.134.52,TCP,58,False,0,4096,0,1460,False,[SYN],36050,2251
1861,1862,2020-12-04,22:26:58,172.16.0.8,64.13.134.52,TCP,58,False,0,2048,0,1460,False,[SYN],36051,5925
1862,1863,2020-12-04,22:27:04,172.16.0.8,64.13.134.52,TCP,58,False,0,1024,0,1460,False,[SYN],36051,1234
1863,1864,2020-12-04,22:27:10,172.16.0.8,64.13.134.52,TCP,58,False,0,2048,0,1460,False,[SYN],36051,5915
1864,1865,2020-12-04,22:27:16,172.16.0.8,64.13.134.52,TCP,58,False,0,3072,0,1460,False,[SYN],36051,7007
1865,1866,2020-12-04,22:27:21,172.16.0.8,64.13.134.52,TCP,58,False,0,3072,0,1460,False,[SYN],36051,27353
1866,1867,2020-12-04,22:27:27,172.16.0.8,64.13.134.52,TCP,58,False,0,4096,0,1460,False,[SYN],36051,1152
1867,1868,2020-12-04,22:27:32,172.16.0.8,64.13.134.52,TCP,58,False,0,1024,0,1460,False,[SYN],36051,50636
1868,1869,2020-12-04,22:27:37,172.16.0.8,64.13.134.52,TCP,58,False,0,1024,0,1460,False,[SYN],36051,5003
1869,1870,2020-12-04,22:27:41,172.16.0.8,64.13.134.52,TCP,58,False,0,1024,0,1460,False,[SYN],36051,1063
1870,1871,2020-12-04,22:27:45,172.16.0.8,64.13.134.52,TCP,58,False,0,1024,0,1460,False,[SYN],36051,23502
1871,1872,2020-12-04,22:27:50,172.16.0.8,64.13.134.52,TCP,58,False,0,1024,0,1460,False,[SYN],36051,2366
1872,1873,2020-12-04,22:27:54,172.16.0.8,64.13.134.52,TCP,58,False,0,2048,0,1460,False,[SYN],36051,50006
1873,1874,2020-12-04,22:27:59,172.16.0.8,64.13.134.52,TCP,58,False,0,3072,0,1460,False,[SYN],36051,8654
1874,1875,2020-12-04,22:28:03,172.16.0.8,64.13.134.52,TCP,58,False,0,2048,0,1460,False,[SYN],36051,2160
1875,1876,2020-12-04,22:28:09,172.16.0.8,64.13.134.52,TCP,58,False,0,4096,0,1460,False,[SYN],36051,55056
1876,1877,2020-12-04,22:28:15,172.16.0.8,64.13.134.52,TCP,58,False,0,4096,0,1460,False,[SYN],36051,5555
1877,1878,2020-12-04,22:28:20,172.16.0.8,64.13.134.52,TCP,58,False,0,3072,0,1460,False,[SYN],36051,8022
1878,1879,2020-12-04,22:28:26,172.16.0.8,64.13.134.52,TCP,58,False,0,4096,0,1460,False,[SYN],36051,8333
1879,1880,2020-12-04,22:28:32,172.16.0.8,64.13.134.52,TCP,58,False,0,2048,0,1460,False,[SYN],36051,3828
1880,1881,2020-12-04,22:28:37,172.16.0.8,64.13.134.52,TCP,58,False,0,2048,0,1460,False,[SYN],36051,6123
1881,1882,2020-12-04,22:28:43,172.16.0.8,64.13.134.52,TCP,58,False,0,2048,0,1460,False,[SYN],36051,2040
1882,1883,2020-12-04,22:28:49,172.16.0.8,64.13.134.52,TCP,58,False,0,1024,0,1460,False,[SYN],36051,1580
1883,1884,2020-12-04,22:28:54,172.16.0.8,64.13.134.52,TCP,58,False,0,4096,0,1460,False,[SYN],36051,9011
1884,1885,2020-12-04,22:29:00,172.16.0.8,64.13.134.52,TCP,58,False,0,4096,0,1460,False,[SYN],36051,1198
1885,1886,2020-12-04,22:29:06,172.16.0.8,64.13.134.52,TCP,58,False,0,3072,0,1460,False,[SYN],36051,6059
1886,1887,2020-12-04,22:29:11,172.16.0.8,64.13.134.52,TCP,58,False,0,3072,0,1460,False,[SYN],36051,911
1887,1888,2020-12-04,22:29:17,172.16.0.8,64.13.134.52,TCP,58,False,0,1024,0,1460,False,[SYN],36051,2045
1888,1889,2020-12-04,22:29:22,172.16.0.8,64.13.134.52,TCP,58,False,0,1024,0,1460,False,[SYN],36051,5061
1889,1890,2020-12-04,22:29:28,172.16.0.8,64.13.134.52,TCP,58,False,0,3072,0,1460,False,[SYN],36051,1434
1890,1891,2020-12-04,22:29:34,172.16.0.8,64.13.134.52,TCP,58,False,0,3072,0,1460,False,[SYN],36051,63331
1891,1892,2020-12-04,22:32:19,172.16.0.8,64.13.134.52,TCP,58,False,0,3072,0,1460,False,[SYN],36051,50389
1892,1893,2020-12-04,23:33:31,172.16.0.8,64.13.134.52,TCP,58,False,0,4096,0,1460,False,[SYN],36051,1236
1893,1894,2020-12-04,23:33:38,172.16.0.8,64.13.134.52,TCP,58,False,0,3072,0,1460,False,[SYN],36051,2008
1894,1895,2020-12-04,23:33:44,172.16.0.8,64.13.134.52,TCP,58,False,0,2048,0,1460,False,[SYN],36051,1038
1895,1896,2020-12-04,23:33:50,172.16.0.8,64.13.134.52,TCP,58,False,0,1024,0,1460,False,[SYN],36050,259
1896,1897,2020-12-04,23:33:56,172.16.0.8,64.13.134.52,TCP,58,False,0,1024,0,1460,False,[SYN],36050,10243
1897,1898,2020-12-04,23:34:01,172.16.0.8,64.13.134.52,TCP,58,False,0,2048,0,1460,False,[SYN],36050,2033
1898,1899,2020-12-04,23:34:07,172.16.0.8,64.13.134.52,TCP,58,False,0,3072,0,1460,False,[SYN],36050,5862
1899,1900,2020-12-04,23:34:13,172.16.0.8,64.13.134.52,TCP,58,False,0,3072,0,1460,False,[SYN],36050,8093
1900,1901,2020-12-04,23:34:18,172.16.0.8,64.13.134.52,TCP,58,False,0,4096,0,1460,False,[SYN],36050,179
1901,1902,2020-12-04,23:34:24,172.16.0.8,64.13.134.52,TCP,58,False,0,2048,0,1460,False,[SYN],36050,1984
1902,1903,2020-12-04,23:34:29,172.16.0.8,64.13.134.52,TCP,58,False,0,2048,0,1460,False,[SYN],36050,9877
1903,1904,2020-12-04,23:34:35,172.16.0.8,64.13.134.52,TCP,58,False,0,1024,0,1460,False,[SYN],36050,563
1904,1905,2020-12-04,23:34:41,172.16.0.8,64.13.134.52,TCP,58,False,0,4096,0,1460,False,[SYN],36050,90
1905,1906,2020-12-04,23:34:46,172.16.0.8,64.13.134.52,TCP,58,False,0,1024,0,1460,False,[SYN],36050,8084
1906,1907,2020-12-04,23:34:52,172.16.0.8,64.13.134.52,TCP,58,False,0,2048,0,1460,False,[SYN],36050,2725
1907,1908,2020-12-04,23:34:57,172.16.0.8,64.13.134.52,TCP,58,False,0,3072,0,1460,False,[SYN],36050,311
1908,1909,2020-12-04,23:35:02,172.16.0.8,64.13.134.52,TCP,58,False,0,3072,0,1460,False,[SYN],36050,6666
1909,1910,2020-12-04,23:38:54,172.16.0.8,64.13.134.52,TCP,58,False,0,2048,0,1460,False,[SYN],36051,3128
1910,1911,2020-12-04,23:38:59,172.16.0.8,64.13.134.52,TCP,58,False,0,1024,0,1460,False,[SYN],36051,465
1911,1912,2020-12-04,23:39:05,172.16.0.8,64.13.134.52,TCP,58,False,0,2048,0,1460,False,[SYN],36051,42510
1912,1913,2020-12-04,23:39:11,172.16.0.8,64.13.134.52,TCP,58,False,0,2048,0,1460,False,[SYN],36051,1108
1913,1914,2020-12-04,23:39:16,172.16.0.8,64.13.134.52,TCP,58,False,0,1024,0,1460,False,[SYN],36051,1007
1914,1915,2020-12-04,23:39:22,172.16.0.8,64.13.134.52,TCP,58,False,0,3072,0,1460,False,[SYN],36051,6646
1915,1916,2020-12-04,23:39:28,172.16.0.8,64.13.134.52,TCP,58,False,0,2048,0,1460,False,[SYN],36051,2049
1916,1917,2020-12-04,23:39:33,172.16.0.8,64.13.134.52,TCP,58,False,0,2048,0,1460,False,[SYN],36051,85
1917,1918,2020-12-05,00:00:31,172.16.0.8,64.13.134.52,TCP,58,False,0,3072,0,1460,False,[SYN],36051,2065
1918,1919,2020-12-05,00:00:38,172.16.0.8,64.13.134.52,TCP,58,False,0,3072,0,1460,False,[SYN],36051,625
1919,1920,2020-12-05,00:49:07,172.16.0.8,64.13.134.52,TCP,58,False,0,2048,0,1460,False,[SYN],36051,2251
1920,1921,2020-12-05,00:49:14,172.16.0.8,64.13.134.52,TCP,58,False,0,3072,0,1460,False,[SYN],36051,5225
1921,1922,2020-12-05,00:49:20,172.16.0.8,64.13.134.52,TCP,58,False,0,4096,0,1460,False,[SYN],36051,3013
1922,1923,2020-12-05,00:49:25,172.16.0.8,64.13.134.52,TCP,58,False,0,4096,0,1460,False,[SYN],36051,49160
1923,1924,2020-12-05,00:49:31,172.16.0.8,64.13.134.52,TCP,58,False,0,2048,0,1460,False,[SYN],36051,7920
1924,1925,2020-12-05,00:49:36,172.16.0.8,64.13.134.52,TCP,58,False,0,2048,0,1460,False,[SYN],36051,687
1925,1926,2020-12-05,00:49:42,172.16.0.8,64.13.134.52,TCP,58,False,0,3072,0,1460,False,[SYN],36051,3372
1926,1927,2020-12-05,00:49:48,172.16.0.8,64.13.134.52,TCP,58,False,0,2048,0,1460,False,[SYN],36051,389
1927,1928,2020-12-05,00:49:53,172.16.0.8,64.13.134.52,TCP,58,False,0,3072,0,1460,False,[SYN],36051,32775
1928,1929,2020-12-05,00:49:59,172.16.0.8,64.13.134.52,TCP,58,False,0,4096,0,1460,False,[SYN],36051,4001
1929,1930,2020-12-05,00:50:05,172.16.0.8,64.13.134.52,TCP,58,False,0,4096,0,1460,False,[SYN],36051,1801
1930,1931,2020-12-05,00:50:09,172.16.0.8,64.13.134.52,TCP,58,False,0,4096,0,1460,False,[SYN],36051,2607
