,no.,date,time,source,destination,protocol,length,tcp_retransmission,seq,win,len,mss,ack,flag,source_port,destination_port
1033,1034,2020-12-03,19:00:33,172.16.0.8,64.13.134.52,TCP,58,False,0,3072,0,1460,False,[SYN],36050,9080
1034,1035,2020-12-03,19:00:39,172.16.0.8,64.13.134.52,TCP,58,False,0,4096,0,1460,False,[SYN],36050,5102
1035,1036,2020-12-03,19:00:45,172.16.0.8,64.13.134.52,TCP,58,False,0,1024,0,1460,False,[SYN],36050,5877
1036,1037,2020-12-03,19:00:50,172.16.0.8,64.13.134.52,TCP,58,False,0,4096,0,1460,False,[SYN],36050,1037
1037,1038,2020-12-03,19:00:56,172.16.0.8,64.13.134.52,TCP,58,False,0,4096,0,1460,False,[SYN],36050,5907
1038,1039,2020-12-03,19:01:01,172.16.0.8,64.13.134.52,TCP,58,False,0,1024,0,1460,False,[SYN],36050,211
1039,1040,2020-12-03,19:01:06,172.16.0.8,64.13.134.52,TCP,58,False,0,4096,0,1460,False,[SYN],36050,2035
1040,1041,2020-12-03,19:07:05,172.16.0.8,64.13.134.52,TCP,58,False,0,1024,0,1460,False,[SYN],36050,144
1041,1042,2020-12-03,19:07:10,172.16.0.8,64.13.134.52,TCP,58,False,0,4096,0,1460,False,[SYN],36050,1112
1042,1043,2020-12-03,19:07:15,172.16.0.8,64.13.134.52,TCP,58,False,0,4096,0,1460,False,[SYN],36050,2170
1043,1044,2020-12-03,19:07:21,172.16.0.8,64.13.134.52,TCP,58,False,0,3072,0,1460,False,[SYN],36050,6101
1044,1045,2020-12-03,19:07:26,172.16.0.8,64.13.134.52,TCP,58,False,0,1024,0,1460,False,[SYN],36050,800
1045,1046,2020-12-03,19:07:32,172.16.0.8,64.13.134.52,TCP,58,False,0,3072,0,1460,False,[SYN],36050,8994
1046,1047,2020-12-03,19:07:37,172.16.0.8,64.13.134.52,TCP,58,False,0,2048,0,1460,False,[SYN],36050,2399
1047,1048,2020-12-03,19:07:43,172.16.0.8,64.13.134.52,TCP,58,False,0,4096,0,1460,False,[SYN],36050,3580
1048,1049,2020-12-03,19:07:49,172.16.0.8,64.13.134.52,TCP,58,False,0,3072,0,1460,False,[SYN],36050,89
1049,1050,2020-12-03,19:07:54,172.16.0.8,64.13.134.52,TCP,58,False,0,4096,0,1460,False,[SYN],36050,8873
1050,1051,2020-12-03,19:08:00,172.16.0.8,64.13.134.52,TCP,58,False,0,4096,0,1460,False,[SYN],36050,7106
1051,1052,2020-12-03,19:08:05,172.16.0.8,64.13.134.52,TCP,58,False,0,4096,0,1460,False,[SYN],36050,8087
1052,1053,2020-12-03,19:08:10,172.16.0.8,64.13.134.52,TCP,58,False,0,3072,0,1460,False,[SYN],36050,9594
1053,1054,2020-12-03,19:08:15,172.16.0.8,64.13.134.52,TCP,58,False,0,3072,0,1460,False,[SYN],36050,1099
1054,1055,2020-12-03,19:08:21,172.16.0.8,64.13.134.52,TCP,58,False,0,4096,0,1460,False,[SYN],36050,34573
1055,1056,2020-12-03,19:08:26,172.16.0.8,64.13.134.52,TCP,58,False,0,2048,0,1460,False,[SYN],36050,5030
1056,1057,2020-12-03,19:08:32,172.16.0.8,64.13.134.52,TCP,58,False,0,3072,0,1460,False,[SYN],36050,2702
1057,1058,2020-12-03,20:10:08,172.16.0.8,64.13.134.52,TCP,58,False,0,3072,0,1460,False,[SYN],36051,32783
1058,1059,2020-12-03,20:10:15,172.16.0.8,64.13.134.52,TCP,58,False,0,2048,0,1460,False,[SYN],36051,1443
1059,1060,2020-12-03,20:10:20,172.16.0.8,64.13.134.52,TCP,58,False,0,2048,0,1460,False,[SYN],36051,19801
1060,1061,2020-12-03,20:10:24,172.16.0.8,64.13.134.52,TCP,58,False,0,1024,0,1460,False,[SYN],36051,5802
1061,1062,2020-12-03,20:10:29,172.16.0.8,64.13.134.52,TCP,58,False,0,2048,0,1460,False,[SYN],36051,9081
1062,1063,2020-12-03,20:10:34,172.16.0.8,64.13.134.52,TCP,58,False,0,4096,0,1460,False,[SYN],36051,1137
1063,1064,2020-12-03,20:10:38,172.16.0.8,64.13.134.52,TCP,58,False,0,1024,0,1460,False,[SYN],36051,1900
1064,1065,2020-12-03,20:10:43,172.16.0.8,64.13.134.52,TCP,58,False,0,2048,0,1460,False,[SYN],36051,4443
1065,1066,2020-12-03,20:10:47,172.16.0.8,64.13.134.52,TCP,58,False,0,4096,0,1460,False,[SYN],36051,50500
1066,1067,2020-12-03,20:10:52,172.16.0.8,64.13.134.52,TCP,58,False,0,3072,0,1460,False,[SYN],36051,2604
1067,1068,2020-12-03,20:10:56,172.16.0.8,64.13.134.52,TCP,58,False,0,4096,0,1460,False,[SYN],36051,1059
1068,1069,2020-12-03,20:11:01,172.16.0.8,64.13.134.52,TCP,58,False,0,4096,0,1460,False,[SYN],36051,10616
1069,1070,2020-12-03,20:11:05,172.16.0.8,64.13.134.52,TCP,58,False,0,1024,0,1460,False,[SYN],36051,12000
1070,1071,2020-12-03,20:11:10,172.16.0.8,64.13.134.52,TCP,58,False,0,3072,0,1460,False,[SYN],36051,31038
1071,1072,2020-12-03,20:11:15,172.16.0.8,64.13.134.52,TCP,58,False,0,1024,0,1460,False,[SYN],36050,9002
1072,1073,2020-12-03,20:11:19,172.16.0.8,64.13.134.52,TCP,58,False,0,4096,0,1460,False,[SYN],36050,5998
1073,1074,2020-12-03,20:11:24,172.16.0.8,64.13.134.52,TCP,58,False,0,1024,0,1460,False,[SYN],36050,9503
1074,1075,2020-12-03,20:11:28,172.16.0.8,64.13.134.52,TCP,58,False,0,1024,0,1460,False,[SYN],36050,1062
1075,1076,2020-12-03,20:11:33,172.16.0.8,64.13.134.52,TCP,58,False,0,2048,0,1460,False,[SYN],36050,1217
1076,1077,2020-12-03,20:11:37,172.16.0.8,64.13.134.52,TCP,58,False,0,1024,0,1460,False,[SYN],36050,50001
1077,1078,2020-12-03,20:11:42,172.16.0.8,64.13.134.52,TCP,58,False,0,4096,0,1460,False,[SYN],36050,3325
1078,1079,2020-12-03,20:11:46,172.16.0.8,64.13.134.52,TCP,58,False,0,4096,0,1460,False,[SYN],36050,1011
1079,1080,2020-12-03,20:11:51,172.16.0.8,64.13.134.52,TCP,58,False,0,1024,0,1460,False,[SYN],36050,1117
1080,1081,2020-12-03,20:11:55,172.16.0.8,64.13.134.52,TCP,58,False,0,2048,0,1460,False,[SYN],36050,1533
1081,1082,2020-12-03,20:12:00,172.16.0.8,64.13.134.52,TCP,58,False,0,4096,0,1460,False,[SYN],36050,3404
1082,1083,2020-12-03,21:36:34,172.16.0.8,64.13.134.52,TCP,58,False,0,4096,0,1460,False,[SYN],36051,2035
1083,1084,2020-12-03,21:36:42,172.16.0.8,64.13.134.52,TCP,58,False,0,3072,0,1460,False,[SYN],36051,211
1084,1085,2020-12-03,21:36:47,172.16.0.8,64.13.134.52,TCP,58,False,0,2048,0,1460,False,[SYN],36051,5907
1085,1086,2020-12-03,21:36:53,172.16.0.8,64.13.134.52,TCP,58,False,0,4096,0,1460,False,[SYN],36051,1037
1086,1087,2020-12-03,21:36:59,172.16.0.8,64.13.134.52,TCP,58,False,0,2048,0,1460,False,[SYN],36051,5877
1087,1088,2020-12-03,21:37:04,172.16.0.8,64.13.134.52,TCP,58,False,0,3072,0,1460,False,[SYN],36051,5102
1088,1089,2020-12-03,21:37:12,172.16.0.8,64.13.134.52,TCP,58,False,0,2048,0,1460,False,[SYN],36051,9080
1089,1090,2020-12-03,21:37:18,172.16.0.8,64.13.134.52,TCP,58,False,0,3072,0,1460,False,[SYN],36051,667
1090,1091,2020-12-03,21:37:23,172.16.0.8,64.13.134.52,TCP,58,False,0,4096,0,1460,False,[SYN],36051,9878
1091,1092,2020-12-03,21:37:29,172.16.0.8,64.13.134.52,TCP,58,False,0,1024,0,1460,False,[SYN],36051,5902
1092,1093,2020-12-03,21:37:35,172.16.0.8,64.13.134.52,TCP,58,False,0,1024,0,1460,False,[SYN],36051,13782
1093,1094,2020-12-03,21:37:40,172.16.0.8,64.13.134.52,TCP,58,False,0,3072,0,1460,False,[SYN],36051,1174
1094,1095,2020-12-03,21:37:45,172.16.0.8,64.13.134.52,TCP,58,False,0,3072,0,1460,False,[SYN],36051,16992
1095,1096,2020-12-03,21:37:50,172.16.0.8,64.13.134.52,TCP,58,False,0,3072,0,1460,False,[SYN],36051,7019
1096,1097,2020-12-03,21:37:56,172.16.0.8,64.13.134.52,TCP,58,False,0,4096,0,1460,False,[SYN],36051,45100
1097,1098,2020-12-03,21:38:01,172.16.0.8,64.13.134.52,TCP,58,False,0,4096,0,1460,False,[SYN],36051,2381
1098,1099,2020-12-03,21:38:08,172.16.0.8,64.13.134.52,TCP,58,False,0,4096,0,1460,False,[SYN],36051,4445
1099,1100,2020-12-03,21:38:13,172.16.0.8,64.13.134.52,TCP,58,False,0,3072,0,1460,False,[SYN],36051,1783
1100,1101,2020-12-03,21:38:21,172.16.0.8,64.13.134.52,TCP,58,False,0,3072,0,1460,False,[SYN],36050,902
1101,1102,2020-12-03,21:38:26,172.16.0.8,64.13.134.52,TCP,58,False,0,3072,0,1460,False,[SYN],36050,3690
1102,1103,2020-12-03,21:38:32,172.16.0.8,64.13.134.52,TCP,58,False,0,4096,0,1460,False,[SYN],36050,8089
1103,1104,2020-12-03,21:38:38,172.16.0.8,64.13.134.52,TCP,58,False,0,2048,0,1460,False,[SYN],36050,1010
1104,1105,2020-12-03,21:38:43,172.16.0.8,64.13.134.52,TCP,58,False,0,1024,0,1460,False,[SYN],36050,8402
1105,1106,2020-12-03,21:38:49,172.16.0.8,64.13.134.52,TCP,58,False,0,2048,0,1460,False,[SYN],36050,9090
1106,1107,2020-12-03,21:38:55,172.16.0.8,64.13.134.52,TCP,58,False,0,4096,0,1460,False,[SYN],36050,3527
1107,1108,2020-12-03,21:39:00,172.16.0.8,64.13.134.52,TCP,58,False,0,4096,0,1460,False,[SYN],36050,992
1108,1109,2020-12-03,21:39:06,172.16.0.8,64.13.134.52,TCP,58,False,0,3072,0,1460,False,[SYN],36050,8652
1109,1110,2020-12-03,21:39:11,172.16.0.8,64.13.134.52,TCP,58,False,0,4096,0,1460,False,[SYN],36050,255
1110,1111,2020-12-03,21:39:17,172.16.0.8,64.13.134.52,TCP,58,False,0,2048,0,1460,False,[SYN],36050,33354
1111,1112,2020-12-03,21:39:23,172.16.0.8,64.13.134.52,TCP,58,False,0,1024,0,1460,False,[SYN],36050,1050
1112,1113,2020-12-03,21:39:28,172.16.0.8,64.13.134.52,TCP,58,False,0,4096,0,1460,False,[SYN],36050,1782
1113,1114,2020-12-03,21:39:34,172.16.0.8,64.13.134.52,TCP,58,False,0,2048,0,1460,False,[SYN],36050,406
1114,1115,2020-12-03,21:39:39,172.16.0.8,64.13.134.52,TCP,58,False,0,2048,0,1460,False,[SYN],36050,22939
1115,1116,2020-12-03,21:45:37,172.16.0.8,64.13.134.52,TCP,58,False,0,1024,0,1460,False,[SYN],36051,2702
1116,1117,2020-12-03,21:45:42,172.16.0.8,64.13.134.52,TCP,58,False,0,3072,0,1460,False,[SYN],36051,5030
1117,1118,2020-12-03,21:45:46,172.16.0.8,64.13.134.52,TCP,58,False,0,3072,0,1460,False,[SYN],36051,34573
1118,1119,2020-12-03,21:45:52,172.16.0.8,64.13.134.52,TCP,58,False,0,1024,0,1460,False,[SYN],36051,1099
1119,1120,2020-12-03,21:45:57,172.16.0.8,64.13.134.52,TCP,58,False,0,2048,0,1460,False,[SYN],36051,9594
1120,1121,2020-12-03,21:46:02,172.16.0.8,64.13.134.52,TCP,58,False,0,2048,0,1460,False,[SYN],36051,8087
1121,1122,2020-12-03,21:46:06,172.16.0.8,64.13.134.52,TCP,58,False,0,1024,0,1460,False,[SYN],36051,7106
1122,1123,2020-12-03,21:46:12,172.16.0.8,64.13.134.52,TCP,58,False,0,4096,0,1460,False,[SYN],36051,8873
1123,1124,2020-12-03,21:46:17,172.16.0.8,64.13.134.52,TCP,58,False,0,3072,0,1460,False,[SYN],36051,89
1124,1125,2020-12-03,21:46:23,172.16.0.8,64.13.134.52,TCP,58,False,0,2048,0,1460,False,[SYN],36051,3580
1125,1126,2020-12-03,21:46:28,172.16.0.8,64.13.134.52,TCP,58,False,0,3072,0,1460,False,[SYN],36051,2399
1126,1127,2020-12-03,21:46:34,172.16.0.8,64.13.134.52,TCP,58,False,0,4096,0,1460,False,[SYN],36051,8994
1127,1128,2020-12-03,21:46:39,172.16.0.8,64.13.134.52,TCP,58,False,0,1024,0,1460,False,[SYN],36051,800
1128,1129,2020-12-03,21:46:44,172.16.0.8,64.13.134.52,TCP,58,False,0,3072,0,1460,False,[SYN],36051,6101
1129,1130,2020-12-03,21:46:50,172.16.0.8,64.13.134.52,TCP,58,False,0,3072,0,1460,False,[SYN],36051,2170
1130,1131,2020-12-03,21:46:55,172.16.0.8,64.13.134.52,TCP,58,False,0,4096,0,1460,False,[SYN],36051,1112
1131,1132,2020-12-03,21:47:01,172.16.0.8,64.13.134.52,TCP,58,False,0,2048,0,1460,False,[SYN],36051,144
1132,1133,2020-12-03,22:48:29,172.16.0.8,64.13.134.52,TCP,58,False,0,3072,0,1460,False,[SYN],36051,3404
1133,1134,2020-12-03,22:48:36,172.16.0.8,64.13.134.52,TCP,58,False,0,3072,0,1460,False,[SYN],36051,1533
1134,1135,2020-12-03,22:48:42,172.16.0.8,64.13.134.52,TCP,58,False,0,2048,0,1460,False,[SYN],36051,1117
1135,1136,2020-12-03,22:48:48,172.16.0.8,64.13.134.52,TCP,58,False,0,1024,0,1460,False,[SYN],36051,1011
1136,1137,2020-12-03,22:48:53,172.16.0.8,64.13.134.52,TCP,58,False,0,2048,0,1460,False,[SYN],36051,3325
1137,1138,2020-12-03,22:48:59,172.16.0.8,64.13.134.52,TCP,58,False,0,1024,0,1460,False,[SYN],36051,50001
1138,1139,2020-12-03,22:49:04,172.16.0.8,64.13.134.52,TCP,58,False,0,3072,0,1460,False,[SYN],36051,1217
1139,1140,2020-12-03,22:49:16,172.16.0.8,64.13.134.52,TCP,58,False,0,1024,0,1460,False,[SYN],36051,1062
1140,1141,2020-12-03,22:49:21,172.16.0.8,64.13.134.52,TCP,58,False,0,4096,0,1460,False,[SYN],36051,9503
1141,1142,2020-12-03,22:49:26,172.16.0.8,64.13.134.52,TCP,58,False,0,1024,0,1460,False,[SYN],36051,5998
1142,1143,2020-12-03,22:49:32,172.16.0.8,64.13.134.52,TCP,58,False,0,2048,0,1460,False,[SYN],36051,9002
1143,1144,2020-12-03,22:49:39,172.16.0.8,64.13.134.52,TCP,58,False,0,4096,0,1460,False,[SYN],36050,524
1144,1145,2020-12-03,22:49:44,172.16.0.8,64.13.134.52,TCP,58,False,0,2048,0,1460,False,[SYN],36050,5100
1145,1146,2020-12-03,22:49:50,172.16.0.8,64.13.134.52,TCP,58,False,0,3072,0,1460,False,[SYN],36050,1091
1146,1147,2020-12-03,22:49:56,172.16.0.8,64.13.134.52,TCP,58,False,0,4096,0,1460,False,[SYN],36050,15000
1147,1148,2020-12-03,22:50:01,172.16.0.8,64.13.134.52,TCP,58,False,0,3072,0,1460,False,[SYN],36050,19
1148,1149,2020-12-03,22:50:07,172.16.0.8,64.13.134.52,TCP,58,False,0,1024,0,1460,False,[SYN],36050,2042
1149,1150,2020-12-03,22:50:15,172.16.0.8,64.13.134.52,TCP,58,False,0,4096,0,1460,False,[SYN],36050,1138
1150,1151,2020-12-03,22:50:21,172.16.0.8,64.13.134.52,TCP,58,False,0,3072,0,1460,False,[SYN],36050,5960
1151,1152,2020-12-03,22:50:25,172.16.0.8,64.13.134.52,TCP,58,False,0,1024,0,1460,False,[SYN],36050,2144
1152,1153,2020-12-03,22:50:30,172.16.0.8,64.13.134.52,TCP,58,False,0,4096,0,1460,False,[SYN],36050,1106
1153,1154,2020-12-03,22:50:34,172.16.0.8,64.13.134.52,TCP,58,False,0,3072,0,1460,False,[SYN],36050,4446
1154,1155,2020-12-03,22:50:39,172.16.0.8,64.13.134.52,TCP,58,False,0,3072,0,1460,False,[SYN],36050,5432
1155,1156,2020-12-03,22:50:43,172.16.0.8,64.13.134.52,TCP,58,False,0,2048,0,1460,False,[SYN],36050,8085
1156,1157,2020-12-03,22:50:48,172.16.0.8,64.13.134.52,TCP,58,False,0,4096,0,1460,False,[SYN],36050,2119
1157,1158,2020-12-04,00:14:53,172.16.0.8,64.13.134.52,TCP,58,False,0,4096,0,1460,False,[SYN],36051,22939
1158,1159,2020-12-04,00:15:00,172.16.0.8,64.13.134.52,TCP,58,False,0,4096,0,1460,False,[SYN],36051,406
1159,1160,2020-12-04,00:15:06,172.16.0.8,64.13.134.52,TCP,58,False,0,2048,0,1460,False,[SYN],36051,1782
1160,1161,2020-12-04,00:15:11,172.16.0.8,64.13.134.52,TCP,58,False,0,3072,0,1460,False,[SYN],36051,1050
1161,1162,2020-12-04,00:15:17,172.16.0.8,64.13.134.52,TCP,58,False,0,2048,0,1460,False,[SYN],36051,33354
1162,1163,2020-12-04,00:15:22,172.16.0.8,64.13.134.52,TCP,58,False,0,2048,0,1460,False,[SYN],36051,255
1163,1164,2020-12-04,00:15:27,172.16.0.8,64.13.134.52,TCP,58,False,0,3072,0,1460,False,[SYN],36051,8652
1164,1165,2020-12-04,00:15:33,172.16.0.8,64.13.134.52,TCP,58,False,0,2048,0,1460,False,[SYN],36051,992
1165,1166,2020-12-04,00:15:38,172.16.0.8,64.13.134.52,TCP,58,False,0,3072,0,1460,False,[SYN],36051,3527
1166,1167,2020-12-04,00:15:44,172.16.0.8,64.13.134.52,TCP,58,False,0,4096,0,1460,False,[SYN],36051,9090
1167,1168,2020-12-04,00:15:49,172.16.0.8,64.13.134.52,TCP,58,False,0,4096,0,1460,False,[SYN],36051,8402
1168,1169,2020-12-04,00:15:55,172.16.0.8,64.13.134.52,TCP,58,False,0,4096,0,1460,False,[SYN],36051,1010
1169,1170,2020-12-04,00:16:01,172.16.0.8,64.13.134.52,TCP,58,False,0,1024,0,1460,False,[SYN],36051,8089
1170,1171,2020-12-04,00:16:06,172.16.0.8,64.13.134.52,TCP,58,False,0,3072,0,1460,False,[SYN],36051,3690
1171,1172,2020-12-04,00:16:12,172.16.0.8,64.13.134.52,TCP,58,False,0,4096,0,1460,False,[SYN],36051,902
1172,1173,2020-12-04,00:16:18,172.16.0.8,64.13.134.52,TCP,58,False,0,2048,0,1460,False,[SYN],36050,1971
1173,1174,2020-12-04,00:16:24,172.16.0.8,64.13.134.52,TCP,58,False,0,2048,0,1460,False,[SYN],36050,5222
1174,1175,2020-12-04,00:16:30,172.16.0.8,64.13.134.52,TCP,58,False,0,3072,0,1460,False,[SYN],36050,1100
1175,1176,2020-12-04,00:16:45,172.16.0.8,64.13.134.52,TCP,58,False,0,2048,0,1460,False,[SYN],36050,6668
1176,1177,2020-12-04,00:16:50,172.16.0.8,64.13.134.52,TCP,58,False,0,1024,0,1460,False,[SYN],36050,8600
1177,1178,2020-12-04,00:16:56,172.16.0.8,64.13.134.52,TCP,58,False,0,1024,0,1460,False,[SYN],36050,5000
1178,1179,2020-12-04,00:17:02,172.16.0.8,64.13.134.52,TCP,58,False,0,3072,0,1460,False,[SYN],36050,714
1179,1180,2020-12-04,00:17:08,172.16.0.8,64.13.134.52,TCP,58,False,0,1024,0,1460,False,[SYN],36050,7921
1180,1181,2020-12-04,00:17:13,172.16.0.8,64.13.134.52,TCP,58,False,0,4096,0,1460,False,[SYN],36050,6112
1181,1182,2020-12-04,00:17:19,172.16.0.8,64.13.134.52,TCP,58,False,0,2048,0,1460,False,[SYN],36050,50300
1182,1183,2020-12-04,00:17:24,172.16.0.8,64.13.134.52,TCP,58,False,0,3072,0,1460,False,[SYN],36050,6156
1183,1184,2020-12-04,00:17:30,172.16.0.8,64.13.134.52,TCP,58,False,0,1024,0,1460,False,[SYN],36050,13783
1184,1185,2020-12-04,00:17:36,172.16.0.8,64.13.134.52,TCP,58,False,0,1024,0,1460,False,[SYN],36050,8007
1185,1186,2020-12-04,00:17:41,172.16.0.8,64.13.134.52,TCP,58,False,0,4096,0,1460,False,[SYN],36050,32773
1186,1187,2020-12-04,00:17:47,172.16.0.8,64.13.134.52,TCP,58,False,0,4096,0,1460,False,[SYN],36050,1105
1187,1188,2020-12-04,00:17:53,172.16.0.8,64.13.134.52,TCP,58,False,0,4096,0,1460,False,[SYN],36050,5050
1188,1189,2020-12-04,00:17:59,172.16.0.8,64.13.134.52,TCP,58,False,0,1024,0,1460,False,[SYN],36050,1175
1189,1190,2020-12-04,00:18:04,172.16.0.8,64.13.134.52,TCP,58,False,0,1024,0,1460,False,[SYN],36050,3260
1190,1191,2020-12-04,00:23:58,172.16.0.8,64.13.134.52,TCP,58,False,0,1024,0,1460,False,[SYN],36050,9001
1191,1192,2020-12-04,00:24:03,172.16.0.8,64.13.134.52,TCP,58,False,0,2048,0,1460,False,[SYN],36050,15003
1192,1193,2020-12-04,00:24:07,172.16.0.8,64.13.134.52,TCP,58,False,0,4096,0,1460,False,[SYN],36050,70
1193,1194,2020-12-04,00:24:12,172.16.0.8,64.13.134.52,TCP,58,False,0,4096,0,1460,False,[SYN],36050,2003
1194,1195,2020-12-04,00:24:18,172.16.0.8,64.13.134.52,TCP,58,False,0,3072,0,1460,False,[SYN],36050,1030
1195,1196,2020-12-04,00:24:23,172.16.0.8,64.13.134.52,TCP,58,False,0,3072,0,1460,False,[SYN],36050,543
1196,1197,2020-12-04,00:24:29,172.16.0.8,64.13.134.52,TCP,58,False,0,2048,0,1460,False,[SYN],36050,1132
1197,1198,2020-12-04,00:24:34,172.16.0.8,64.13.134.52,TCP,58,False,0,3072,0,1460,False,[SYN],36050,64623
1198,1199,2020-12-04,00:24:40,172.16.0.8,64.13.134.52,TCP,58,False,0,4096,0,1460,False,[SYN],36050,6007
1199,1200,2020-12-04,00:24:46,172.16.0.8,64.13.134.52,TCP,58,False,0,1024,0,1460,False,[SYN],36050,3300
1200,1201,2020-12-04,00:24:51,172.16.0.8,64.13.134.52,TCP,58,False,0,4096,0,1460,False,[SYN],36050,222
1201,1202,2020-12-04,00:24:57,172.16.0.8,64.13.134.52,TCP,58,False,0,2048,0,1460,False,[SYN],36050,8194
1202,1203,2020-12-04,00:25:02,172.16.0.8,64.13.134.52,TCP,58,False,0,3072,0,1460,False,[SYN],36050,10628
1203,1204,2020-12-04,00:25:08,172.16.0.8,64.13.134.52,TCP,58,False,0,3072,0,1460,False,[SYN],36050,4444
1204,1205,2020-12-04,00:25:24,172.16.0.8,64.13.134.52,TCP,58,False,0,2048,0,1460,False,[SYN],36050,79
1205,1206,2020-12-04,00:25:30,172.16.0.8,64.13.134.52,TCP,58,False,0,3072,0,1460,False,[SYN],36050,7938
1206,1207,2020-12-04,00:25:36,172.16.0.8,64.13.134.52,TCP,58,False,0,3072,0,1460,False,[SYN],36050,1032
1207,1208,2020-12-04,01:26:54,172.16.0.8,64.13.134.52,TCP,58,False,0,4096,0,1460,False,[SYN],36051,2119
1208,1209,2020-12-04,01:27:01,172.16.0.8,64.13.134.52,TCP,58,False,0,4096,0,1460,False,[SYN],36051,8085
1209,1210,2020-12-04,01:27:06,172.16.0.8,64.13.134.52,TCP,58,False,0,2048,0,1460,False,[SYN],36051,5432
1210,1211,2020-12-04,01:27:12,172.16.0.8,64.13.134.52,TCP,58,False,0,4096,0,1460,False,[SYN],36051,4446
1211,1212,2020-12-04,01:27:17,172.16.0.8,64.13.134.52,TCP,58,False,0,1024,0,1460,False,[SYN],36051,1106
1212,1213,2020-12-04,01:27:23,172.16.0.8,64.13.134.52,TCP,58,False,0,4096,0,1460,False,[SYN],36051,2144
1213,1214,2020-12-04,01:27:29,172.16.0.8,64.13.134.52,TCP,58,False,0,2048,0,1460,False,[SYN],36051,5960
1214,1215,2020-12-04,01:27:34,172.16.0.8,64.13.134.52,TCP,58,False,0,2048,0,1460,False,[SYN],36051,1138
1215,1216,2020-12-04,01:27:40,172.16.0.8,64.13.134.52,TCP,58,False,0,4096,0,1460,False,[SYN],36051,2042
1216,1217,2020-12-04,01:27:45,172.16.0.8,64.13.134.52,TCP,58,False,0,4096,0,1460,False,[SYN],36051,19
1217,1218,2020-12-04,01:27:51,172.16.0.8,64.13.134.52,TCP,58,False,0,4096,0,1460,False,[SYN],36051,15000
1218,1219,2020-12-04,01:27:56,172.16.0.8,64.13.134.52,TCP,58,False,0,4096,0,1460,False,[SYN],36051,1091
1219,1220,2020-12-04,01:28:01,172.16.0.8,64.13.134.52,TCP,58,False,0,1024,0,1460,False,[SYN],36051,5100
1220,1221,2020-12-04,01:28:07,172.16.0.8,64.13.134.52,TCP,58,False,0,4096,0,1460,False,[SYN],36051,524
1221,1222,2020-12-04,01:28:13,172.16.0.8,64.13.134.52,TCP,58,False,0,1024,0,1460,False,[SYN],36050,1272
1222,1223,2020-12-04,01:28:19,172.16.0.8,64.13.134.52,TCP,58,False,0,2048,0,1460,False,[SYN],36050,8899
1223,1224,2020-12-04,01:28:25,172.16.0.8,64.13.134.52,TCP,58,False,0,1024,0,1460,False,[SYN],36050,1121
1224,1225,2020-12-04,01:28:31,172.16.0.8,64.13.134.52,TCP,58,False,0,3072,0,1460,False,[SYN],36050,10024
1225,1226,2020-12-04,01:28:38,172.16.0.8,64.13.134.52,TCP,58,False,0,3072,0,1460,False,[SYN],36050,6003
1226,1227,2020-12-04,01:28:44,172.16.0.8,64.13.134.52,TCP,58,False,0,4096,0,1460,False,[SYN],36050,8088
1227,1228,2020-12-04,01:28:50,172.16.0.8,64.13.134.52,TCP,58,False,0,3072,0,1460,False,[SYN],36050,41511
1228,1229,2020-12-04,01:28:55,172.16.0.8,64.13.134.52,TCP,58,False,0,4096,0,1460,False,[SYN],36050,5298
1229,1230,2020-12-04,01:29:01,172.16.0.8,64.13.134.52,TCP,58,False,0,1024,0,1460,False,[SYN],36050,1717
1230,1231,2020-12-04,01:29:07,172.16.0.8,64.13.134.52,TCP,58,False,0,3072,0,1460,False,[SYN],36050,43
1231,1232,2020-12-04,01:29:12,172.16.0.8,64.13.134.52,TCP,58,False,0,2048,0,1460,False,[SYN],36050,1122
1232,1233,2020-12-04,01:52:17,64.13.134.52,172.16.0.8,TCP,60,False,1,0,0,False,1,"[RST, ACK]",70,36050
1233,1234,2020-12-04,01:55:44,172.16.0.8,64.13.134.52,TCP,58,False,0,2048,0,1460,False,[SYN],36050,711
1234,1235,2020-12-04,01:55:51,172.16.0.8,64.13.134.52,TCP,58,False,0,4096,0,1460,False,[SYN],36050,32769
1235,1236,2020-12-04,02:42:29,172.16.0.8,64.13.134.52,TCP,58,False,0,4096,0,1460,False,[SYN],36051,3260
1236,1237,2020-12-04,02:42:34,172.16.0.8,64.13.134.52,TCP,58,False,0,2048,0,1460,False,[SYN],36051,1175
1237,1238,2020-12-04,02:42:40,172.16.0.8,64.13.134.52,TCP,58,False,0,2048,0,1460,False,[SYN],36051,5050
1238,1239,2020-12-04,02:42:46,172.16.0.8,64.13.134.52,TCP,58,False,0,3072,0,1460,False,[SYN],36051,1105
1239,1240,2020-12-04,02:42:51,172.16.0.8,64.13.134.52,TCP,58,False,0,4096,0,1460,False,[SYN],36051,32773
1240,1241,2020-12-04,02:42:57,172.16.0.8,64.13.134.52,TCP,58,False,0,4096,0,1460,False,[SYN],36051,8007
1241,1242,2020-12-04,02:43:02,172.16.0.8,64.13.134.52,TCP,58,False,0,4096,0,1460,False,[SYN],36051,13783
1242,1243,2020-12-04,02:43:08,172.16.0.8,64.13.134.52,TCP,58,False,0,2048,0,1460,False,[SYN],36051,6156
1243,1244,2020-12-04,02:43:14,172.16.0.8,64.13.134.52,TCP,58,False,0,2048,0,1460,False,[SYN],36051,50300
